LocationDesc,Current Smoking %,Gender,Race,Age,Education
Oregon,13.1,Overall,Asian/Pacific Islander,All Ages,All Grades
Oregon,15.5,Overall,Hispanic,All Ages,All Grades
Oregon,17,Overall,White,All Ages,All Grades
Pennsylvania,26.2,Overall,African American,All Ages,All Grades
Pennsylvania,27.4,Overall,American Indian/Alaska Native,All Ages,All Grades
Pennsylvania,13.7,Overall,Asian/Pacific Islander,All Ages,All Grades
Pennsylvania,25.7,Overall,Hispanic,All Ages,All Grades
Pennsylvania,19.5,Overall,White,All Ages,All Grades
Puerto Rico,,Overall,American Indian/Alaska Native,All Ages,All Grades
Puerto Rico,,Overall,Asian/Pacific Islander,All Ages,All Grades
Puerto Rico,10.9,Overall,Hispanic,All Ages,All Grades
Puerto Rico,,Overall,African American,All Ages,All Grades
Puerto Rico,22.5,Overall,White,All Ages,All Grades
Rhode Island,16.7,Overall,White,All Ages,All Grades
Rhode Island,15.8,Overall,Hispanic,All Ages,All Grades
Rhode Island,15.4,Overall,Asian/Pacific Islander,All Ages,All Grades
Rhode Island,,Overall,American Indian/Alaska Native,All Ages,All Grades
Rhode Island,19.9,Overall,African American,All Ages,All Grades
South Carolina,21.1,Overall,African American,All Ages,All Grades
South Carolina,34.9,Overall,American Indian/Alaska Native,All Ages,All Grades
South Carolina,25.4,Overall,Asian/Pacific Islander,All Ages,All Grades
South Carolina,18.4,Overall,Hispanic,All Ages,All Grades
South Carolina,21.7,Overall,White,All Ages,All Grades
South Dakota,29.2,Overall,African American,All Ages,All Grades
South Dakota,42.9,Overall,American Indian/Alaska Native,All Ages,All Grades
South Dakota,34.9,Overall,Asian/Pacific Islander,All Ages,All Grades
South Dakota,14.3,Overall,Hispanic,All Ages,All Grades
South Dakota,17,Overall,White,All Ages,All Grades
Tennessee,22.2,Overall,African American,All Ages,All Grades
Tennessee,26.2,Overall,American Indian/Alaska Native,All Ages,All Grades
Tennessee,16.6,Overall,Asian/Pacific Islander,All Ages,All Grades
Tennessee,18.8,Overall,Hispanic,All Ages,All Grades
Tennessee,25,Overall,White,All Ages,All Grades
Texas,16.3,Overall,African American,All Ages,All Grades
Texas,24.1,Overall,American Indian/Alaska Native,All Ages,All Grades
Texas,11.2,Overall,Asian/Pacific Islander,All Ages,All Grades
Texas,13.5,Overall,Hispanic,All Ages,All Grades
Texas,16.3,Overall,White,All Ages,All Grades
Utah,17.3,Overall,African American,All Ages,All Grades
Alabama,49.2,Female,All Races,All Ages,All Grades
Utah,9.8,Overall,American Indian/Alaska Native,All Ages,All Grades
Utah,10,Overall,Asian/Pacific Islander,All Ages,All Grades
Utah,10.3,Overall,Hispanic,All Ages,All Grades
Utah,9.8,Overall,White,All Ages,All Grades
Vermont,23.5,Overall,African American,All Ages,All Grades
Vermont,44.7,Overall,American Indian/Alaska Native,All Ages,All Grades
Vermont,23.5,Overall,Asian/Pacific Islander,All Ages,All Grades
Vermont,5.2,Overall,Hispanic,All Ages,All Grades
Vermont,16,Overall,White,All Ages,All Grades
Virginia,19.9,Overall,African American,All Ages,All Grades
Virginia,31.5,Overall,American Indian/Alaska Native,All Ages,All Grades
Virginia,14.6,Overall,Asian/Pacific Islander,All Ages,All Grades
Virginia,15.7,Overall,Hispanic,All Ages,All Grades
Virginia,19.8,Overall,White,All Ages,All Grades
Washington,15.5,Overall,African American,All Ages,All Grades
Washington,36,Overall,American Indian/Alaska Native,All Ages,All Grades
Washington,12,Overall,Asian/Pacific Islander,All Ages,All Grades
Washington,13.6,Overall,Hispanic,All Ages,All Grades
Washington,16,Overall,White,All Ages,All Grades
West Virginia,28.3,Overall,African American,All Ages,All Grades
West Virginia,,Overall,American Indian/Alaska Native,All Ages,All Grades
West Virginia,23.7,Overall,Asian/Pacific Islander,All Ages,All Grades
West Virginia,33.6,Overall,Hispanic,All Ages,All Grades
West Virginia,26.8,Overall,White,All Ages,All Grades
Wisconsin,32.9,Overall,African American,All Ages,All Grades
Wisconsin,35.1,Overall,American Indian/Alaska Native,All Ages,All Grades
Wisconsin,15.2,Overall,Asian/Pacific Islander,All Ages,All Grades
Wisconsin,16.7,Overall,Hispanic,All Ages,All Grades
Wisconsin,17.1,Overall,White,All Ages,All Grades
Wyoming,21,Overall,African American,All Ages,All Grades
Wyoming,46.4,Overall,American Indian/Alaska Native,All Ages,All Grades
Wyoming,21.3,Overall,Asian/Pacific Islander,All Ages,All Grades
Wyoming,20,Overall,Hispanic,All Ages,All Grades
Wyoming,19.1,Overall,White,All Ages,All Grades
Alabama,12.1,Overall,Asian/Pacific Islander,All Ages,All Grades
Alabama,14.9,Overall,Hispanic,All Ages,All Grades
Alabama,22.1,Overall,African American,All Ages,All Grades
Alabama,23.1,Overall,White,All Ages,All Grades
Alabama,35.3,Overall,American Indian/Alaska Native,All Ages,All Grades
Alaska,14.9,Overall,Asian/Pacific Islander,All Ages,All Grades
Alaska,17.3,Overall,White,All Ages,All Grades
Alaska,23.7,Overall,Hispanic,All Ages,All Grades
Alaska,25.6,Overall,African American,All Ages,All Grades
Alaska,41.2,Overall,American Indian/Alaska Native,All Ages,All Grades
Arizona,15.6,Overall,Hispanic,All Ages,All Grades
Arizona,16.9,Overall,White,All Ages,All Grades
Arizona,19.4,Overall,African American,All Ages,All Grades
Arizona,21.8,Overall,American Indian/Alaska Native,All Ages,All Grades
Arizona,4.6,Overall,Asian/Pacific Islander,All Ages,All Grades
Arkansas,15.2,Overall,Asian/Pacific Islander,All Ages,All Grades
Arkansas,16.8,Overall,Hispanic,All Ages,All Grades
Arkansas,25.8,Overall,White,All Ages,All Grades
Arkansas,27,Overall,African American,All Ages,All Grades
Arkansas,30.3,Overall,American Indian/Alaska Native,All Ages,All Grades
California,8.4,Overall,Asian/Pacific Islander,All Ages,All Grades
California,26,Overall,American Indian/Alaska Native,All Ages,All Grades
California,15.4,Overall,African American,All Ages,All Grades
California,14.3,Overall,White,All Ages,All Grades
California,11,Overall,Hispanic,All Ages,All Grades
Colorado,36.9,Overall,American Indian/Alaska Native,All Ages,All Grades
Colorado,24.3,Overall,African American,All Ages,All Grades
Colorado,19.2,Overall,Hispanic,All Ages,All Grades
Colorado,16.7,Overall,White,All Ages,All Grades
Colorado,12.3,Overall,Asian/Pacific Islander,All Ages,All Grades
Connecticut,4.9,Overall,Asian/Pacific Islander,All Ages,All Grades
Connecticut,25.3,Overall,American Indian/Alaska Native,All Ages,All Grades
Connecticut,19.8,Overall,Hispanic,All Ages,All Grades
Connecticut,18.6,Overall,African American,All Ages,All Grades
Connecticut,14.8,Overall,White,All Ages,All Grades
Delaware,18.6,Overall,Hispanic,All Ages,All Grades
Delaware,19.9,Overall,White,All Ages,All Grades
Delaware,21.3,Overall,African American,All Ages,All Grades
Delaware,3.1,Overall,Asian/Pacific Islander,All Ages,All Grades
Delaware,9.6,Overall,American Indian/Alaska Native,All Ages,All Grades
District of Columbia,4.3,Overall,Asian/Pacific Islander,All Ages,All Grades
District of Columbia,28.8,Overall,African American,All Ages,All Grades
District of Columbia,18.6,Overall,Hispanic,All Ages,All Grades
District of Columbia,10.3,Overall,White,All Ages,All Grades
District of Columbia,,Overall,American Indian/Alaska Native,All Ages,All Grades
Florida,12.9,Overall,Asian/Pacific Islander,All Ages,All Grades
Florida,13.6,Overall,Hispanic,All Ages,All Grades
Florida,15,Overall,African American,All Ages,All Grades
Florida,19.1,Overall,White,All Ages,All Grades
Florida,36.8,Overall,American Indian/Alaska Native,All Ages,All Grades
Georgia,29.2,Overall,American Indian/Alaska Native,All Ages,All Grades
Georgia,21,Overall,White,All Ages,All Grades
Georgia,18.3,Overall,African American,All Ages,All Grades
Georgia,16.4,Overall,Hispanic,All Ages,All Grades
Georgia,11.4,Overall,Asian/Pacific Islander,All Ages,All Grades
Guam,,Overall,American Indian/Alaska Native,All Ages,All Grades
Guam,24.8,Overall,Asian/Pacific Islander,All Ages,All Grades
Guam,36.7,Overall,Hispanic,All Ages,All Grades
Guam,,Overall,African American,All Ages,All Grades
Guam,17.3,Overall,White,All Ages,All Grades
Hawaii,20.6,Overall,Hispanic,All Ages,All Grades
Hawaii,12.6,Overall,White,All Ages,All Grades
Hawaii,12.1,Overall,African American,All Ages,All Grades
Hawaii,10.6,Overall,Asian/Pacific Islander,All Ages,All Grades
Hawaii,,Overall,American Indian/Alaska Native,All Ages,All Grades
Idaho,,Overall,African American,All Ages,All Grades
Idaho,15.8,Overall,Hispanic,All Ages,All Grades
Idaho,16,Overall,White,All Ages,All Grades
Idaho,17.1,Overall,Asian/Pacific Islander,All Ages,All Grades
Idaho,39.6,Overall,American Indian/Alaska Native,All Ages,All Grades
Illinois,,Overall,American Indian/Alaska Native,All Ages,All Grades
Illinois,12.8,Overall,Hispanic,All Ages,All Grades
Illinois,13.9,Overall,Asian/Pacific Islander,All Ages,All Grades
Illinois,18.9,Overall,White,All Ages,All Grades
Illinois,21.7,Overall,African American,All Ages,All Grades
Indiana,22.8,Overall,White,All Ages,All Grades
Indiana,17,Overall,Hispanic,All Ages,All Grades
Indiana,27,Overall,African American,All Ages,All Grades
Indiana,36.9,Overall,American Indian/Alaska Native,All Ages,All Grades
Indiana,8,Overall,Asian/Pacific Islander,All Ages,All Grades
Iowa,,Overall,American Indian/Alaska Native,All Ages,All Grades
Iowa,15.5,Overall,Hispanic,All Ages,All Grades
Iowa,18.7,Overall,White,All Ages,All Grades
Iowa,22.9,Overall,African American,All Ages,All Grades
Iowa,6.8,Overall,Asian/Pacific Islander,All Ages,All Grades
Kansas,40.8,Overall,American Indian/Alaska Native,All Ages,All Grades
Kansas,26.6,Overall,African American,All Ages,All Grades
Kansas,19.5,Overall,White,All Ages,All Grades
Kansas,14,Overall,Hispanic,All Ages,All Grades
Kansas,12.9,Overall,Asian/Pacific Islander,All Ages,All Grades
Kentucky,27.6,Overall,African American,All Ages,All Grades
Kentucky,47,Overall,American Indian/Alaska Native,All Ages,All Grades
Kentucky,27.4,Overall,White,All Ages,All Grades
Kentucky,21.9,Overall,Hispanic,All Ages,All Grades
Kentucky,15.9,Overall,Asian/Pacific Islander,All Ages,All Grades
Louisiana,14.9,Overall,Asian/Pacific Islander,All Ages,All Grades
Louisiana,21.8,Overall,African American,All Ages,All Grades
Louisiana,25,Overall,Hispanic,All Ages,All Grades
Louisiana,25.3,Overall,White,All Ages,All Grades
Louisiana,29.4,Overall,American Indian/Alaska Native,All Ages,All Grades
Maine,10.2,Overall,Asian/Pacific Islander,All Ages,All Grades
Maine,20,Overall,White,All Ages,All Grades
Maine,20.4,Overall,Hispanic,All Ages,All Grades
Maine,24.8,Overall,African American,All Ages,All Grades
Maine,38.6,Overall,American Indian/Alaska Native,All Ages,All Grades
Maryland,10.6,Overall,Hispanic,All Ages,All Grades
Maryland,17.1,Overall,African American,All Ages,All Grades
Maryland,17.2,Overall,White,All Ages,All Grades
Maryland,29.5,Overall,American Indian/Alaska Native,All Ages,All Grades
Maryland,8.3,Overall,Asian/Pacific Islander,All Ages,All Grades
Massachusetts,16.2,Overall,Hispanic,All Ages,All Grades
Massachusetts,16.5,Overall,White,All Ages,All Grades
Massachusetts,19.5,Overall,African American,All Ages,All Grades
Massachusetts,35.1,Overall,American Indian/Alaska Native,All Ages,All Grades
Massachusetts,8,Overall,Asian/Pacific Islander,All Ages,All Grades
Michigan,11.3,Overall,Asian/Pacific Islander,All Ages,All Grades
Michigan,21.5,Overall,White,All Ages,All Grades
Michigan,23.9,Overall,Hispanic,All Ages,All Grades
Michigan,26.3,Overall,African American,All Ages,All Grades
Michigan,44.9,Overall,American Indian/Alaska Native,All Ages,All Grades
Minnesota,7.8,Overall,Asian/Pacific Islander,All Ages,All Grades
Minnesota,40.4,Overall,American Indian/Alaska Native,All Ages,All Grades
Minnesota,25.9,Overall,African American,All Ages,All Grades
Minnesota,18,Overall,White,All Ages,All Grades
Minnesota,17.7,Overall,Hispanic,All Ages,All Grades
Mississippi,20.9,Overall,Asian/Pacific Islander,All Ages,All Grades
Mississippi,22.5,Overall,Hispanic,All Ages,All Grades
Mississippi,22.9,Overall,African American,All Ages,All Grades
Mississippi,25.1,Overall,White,All Ages,All Grades
Mississippi,38.9,Overall,American Indian/Alaska Native,All Ages,All Grades
Missouri,8.1,Overall,Asian/Pacific Islander,All Ages,All Grades
Missouri,37.8,Overall,American Indian/Alaska Native,All Ages,All Grades
Missouri,25,Overall,Hispanic,All Ages,All Grades
Missouri,22.3,Overall,African American,All Ages,All Grades
Missouri,21.7,Overall,White,All Ages,All Grades
Montana,39.8,Overall,American Indian/Alaska Native,All Ages,All Grades
Montana,26.9,Overall,Hispanic,All Ages,All Grades
Montana,17.7,Overall,White,All Ages,All Grades
Montana,17,Overall,Asian/Pacific Islander,All Ages,All Grades
Montana,,Overall,African American,All Ages,All Grades
Nebraska,42.3,Overall,American Indian/Alaska Native,All Ages,All Grades
Nebraska,26.2,Overall,African American,All Ages,All Grades
Nebraska,18.9,Overall,White,All Ages,All Grades
Nebraska,15.1,Overall,Hispanic,All Ages,All Grades
Nebraska,12.1,Overall,Asian/Pacific Islander,All Ages,All Grades
Nevada,11.1,Overall,Asian/Pacific Islander,All Ages,All Grades
Nevada,13.9,Overall,Hispanic,All Ages,All Grades
Nevada,20.5,Overall,White,All Ages,All Grades
Nevada,22.7,Overall,African American,All Ages,All Grades
Nevada,40.6,Overall,American Indian/Alaska Native,All Ages,All Grades
New Hampshire,9,Overall,Asian/Pacific Islander,All Ages,All Grades
New Hampshire,40.2,Overall,American Indian/Alaska Native,All Ages,All Grades
New Hampshire,21.5,Overall,African American,All Ages,All Grades
New Hampshire,16.5,Overall,White,All Ages,All Grades
New Hampshire,15.1,Overall,Hispanic,All Ages,All Grades
New Jersey,17.2,Overall,White,All Ages,All Grades
New Jersey,14.8,Overall,Hispanic,All Ages,All Grades
New Jersey,20.4,Overall,African American,All Ages,All Grades
New Jersey,27.3,Overall,American Indian/Alaska Native,All Ages,All Grades
Alaska,15.8,Overall,White,All Ages,All Grades
New Jersey,9.1,Overall,Asian/Pacific Islander,All Ages,All Grades
New Mexico,19.6,Overall,White,All Ages,All Grades
New Mexico,21.9,Overall,African American,All Ages,All Grades
New Mexico,19.6,Overall,Hispanic,All Ages,All Grades
New Mexico,16.3,Overall,Asian/Pacific Islander,All Ages,All Grades
New Mexico,14.9,Overall,American Indian/Alaska Native,All Ages,All Grades
New York,9.7,Overall,Asian/Pacific Islander,All Ages,All Grades
New York,23.5,Overall,American Indian/Alaska Native,All Ages,All Grades
New York,17.4,Overall,African American,All Ages,All Grades
New York,17.3,Overall,White,All Ages,All Grades
New York,15.4,Overall,Hispanic,All Ages,All Grades
North Carolina,4.6,Overall,Asian/Pacific Islander,All Ages,All Grades
North Carolina,30.5,Overall,American Indian/Alaska Native,All Ages,All Grades
North Carolina,22.8,Overall,African American,All Ages,All Grades
North Carolina,20.8,Overall,White,All Ages,All Grades
North Carolina,12.4,Overall,Hispanic,All Ages,All Grades
North Dakota,18.8,Overall,Asian/Pacific Islander,All Ages,All Grades
North Dakota,45.1,Overall,American Indian/Alaska Native,All Ages,All Grades
North Dakota,30.4,Overall,African American,All Ages,All Grades
North Dakota,24.3,Overall,Hispanic,All Ages,All Grades
North Dakota,19.7,Overall,White,All Ages,All Grades
Ohio,8.6,Overall,Asian/Pacific Islander,All Ages,All Grades
Ohio,43.3,Overall,American Indian/Alaska Native,All Ages,All Grades
Ohio,27.3,Overall,African American,All Ages,All Grades
Ohio,23,Overall,Hispanic,All Ages,All Grades
Ohio,22.6,Overall,White,All Ages,All Grades
Oklahoma,13,Overall,Asian/Pacific Islander,All Ages,All Grades
Oklahoma,33.4,Overall,American Indian/Alaska Native,All Ages,All Grades
Oklahoma,24.7,Overall,African American,All Ages,All Grades
Oklahoma,22.5,Overall,White,All Ages,All Grades
Oklahoma,20.6,Overall,Hispanic,All Ages,All Grades
Oregon,9.1,Overall,Asian/Pacific Islander,All Ages,All Grades
Oregon,30.8,Overall,American Indian/Alaska Native,All Ages,All Grades
Oregon,28,Overall,African American,All Ages,All Grades
Oregon,17.6,Overall,Hispanic,All Ages,All Grades
Oregon,17.2,Overall,White,All Ages,All Grades
Pennsylvania,53.6,Overall,American Indian/Alaska Native,All Ages,All Grades
Pennsylvania,27.9,Overall,African American,All Ages,All Grades
Pennsylvania,25.8,Overall,Hispanic,All Ages,All Grades
Pennsylvania,19.9,Overall,White,All Ages,All Grades
Pennsylvania,10.7,Overall,Asian/Pacific Islander,All Ages,All Grades
Puerto Rico,,Overall,American Indian/Alaska Native,All Ages,All Grades
Puerto Rico,,Overall,Asian/Pacific Islander,All Ages,All Grades
Puerto Rico,11.7,Overall,Hispanic,All Ages,All Grades
Puerto Rico,,Overall,African American,All Ages,All Grades
Puerto Rico,27,Overall,White,All Ages,All Grades
Rhode Island,39.2,Overall,American Indian/Alaska Native,All Ages,All Grades
Rhode Island,17.7,Overall,African American,All Ages,All Grades
Rhode Island,17.7,Overall,White,All Ages,All Grades
Rhode Island,14.3,Overall,Hispanic,All Ages,All Grades
Rhode Island,10.1,Overall,Asian/Pacific Islander,All Ages,All Grades
South Carolina,38.9,Overall,American Indian/Alaska Native,All Ages,All Grades
South Carolina,22.5,Overall,White,All Ages,All Grades
South Carolina,21.3,Overall,African American,All Ages,All Grades
South Carolina,20.2,Overall,Hispanic,All Ages,All Grades
South Carolina,10.8,Overall,Asian/Pacific Islander,All Ages,All Grades
South Dakota,24.7,Overall,Hispanic,All Ages,All Grades
South Dakota,17.9,Overall,White,All Ages,All Grades
South Dakota,26.2,Overall,African American,All Ages,All Grades
South Dakota,49.7,Overall,American Indian/Alaska Native,All Ages,All Grades
South Dakota,7.2,Overall,Asian/Pacific Islander,All Ages,All Grades
Tennessee,11.5,Overall,Asian/Pacific Islander,All Ages,All Grades
Tennessee,13.2,Overall,Hispanic,All Ages,All Grades
